,cleaning,sentimen
6348,negeri depok proudly presents ensyclomordia the wait is over feel the blast and groove with the beat of their performance show will be held on april th gor uny,netral
6349,haloo farah l depok kuliah semester bandung salken yaa mila,positif
6350,kuliah trip orang kantor minggu jepang pulang indonesia makan dipinggiran salah teman tripku mencret mencret parah gara gara makan pinggir jalan depok,negatif
6351,"cm haloo teman-teman adakah mahasiswa ikutan nyambi part time crew bbw abang bad wolf on the way , jalan depok shift pic biar gampang dicari",positif
6352,tngerng ny dkt perbatasan jakbar naek krl ketemu tanah abang ny hehehe ingt jmn kampus sring urus depok,netral
6353,jerawatan start smp muncul parah wajar pemicu nya cocok air kosan kost depok,netral
6354,anak depok kuliah jakarta pakai kendaraan nder apaka fasilitas kendaraan gasebagus korea jalan wilayah kotanya angkot brutal jalan dilewatin transjakarta huhu,negatif
6355,yaampun rin terharu sumpah kuliah depok sayang mkasih,positif
6356,delapan mahasiswa universitas indonesia pembangkit listrik tenaga surya terapung danau mahoni ui depok panel surya menghasilkan listrik watt dul,positif
6357,kuliah depok kosan nder,netral
6358,perpustakaan ui depok kafenya mahasiswa ui bawa ktp dijamin betah,netral
6359,wow plaza depok namanya city plaza kesini kelas,negatif
6360,yoona banten kuliah depok,netral
6361,farah wahh l dom depok kuliah bandung tepatnya nangor tertawa salken yaa july,positif
6362,master chef indonesia ano mahasiswa tingkat depok wkwkwkwkwk,netral
6363,tinggal depok sekolah depok alamat lampung nder,positif
6364,disamper sm tukang parkir sd al hidayah sawangan depok acara kidzania iya saran buka permainannya pagi jam anak orang tuanya pulang acara inputnya bermanfaat kidzania,positif
6365,paham bawa motor since depok smp menteng kulalui bc maps must an,netral
6366,wib selesai ruang sidang gelanggang mahasiswa ugm jalan pancasila nomor blimbing sari caturtunggal depok sleman,netral
6367,sekolah cakra buana depok,positif
6368,oiya ges informasi butuh guru mtk sd smp daerah jakarta depok bekasi pinggiran jakarta kabari yaa thank youu,positif
6369,bnr trip tercaur dadakan gabawa jaket kabut tebelnya pulangnya boti warpat rumah niatnya dianterin smp stasiun depok keujanan nguras dompet pas berangkat mengeluh apa-apa seru,positif
6370,jakarta diubek iya banjir cm jakarta bekasi depok tangerang smp pekalongan banjir tim panitia khusus,positif
6371,mie gacoan depok si banget coba penasaran,negatif
6372,teman teman mahasiswa fakultas sastra inggris gunadarma kampus depok karawaci tangerang motivasi rencana diluar jam kuliah sidang meninggalkan kampus tercinta semoga,positif
6373,kegiatan ujian semester sekolah pribadi depok come and join us instagram facebook twitter pribadi depok youtube sekolah pribadi depok email,positif
6374,gita suara choir goes to nff th national folklore festival tanggal selasa maret auditorium pusat kegiatan mahasiswa universitas indonesia ui depok ayo dukung amp semangati gita suara choir event iya,positif
6375,kuliah depok mateng mateng,netral
6376,kost putra syar upn peruntukkan putra karyawan mahasiswa alamat kost jl seturan raya gg ukdw nomor condong catur depok sleman yogyakarta tarif sewa kost bulanan,negatif
6377,depok blok m menit pagi prestasi kombinasi sempurna ojol transjak mrt jalan kaki,positif
6378,pendaftaran ppdb online smp kota depok,netral
6379,aneh jatah absen kelas mata kuliah menyenangkan rutin baruna rakta semester memutuskan membawa mobilnya depok jakarta menyambangi salah,netral
6380,alhamdulillah arah manggarai smp depok penuh pepes,positif
6381,bismillah dom depok part fav taehyung dance,positif
6382,dear anak kereta stasiun depok jam salam kenal iya tytyd nya jngn ngaceng nyenyak tidur,negatif
6383,penuh perhatian petugas sukarelawan membantu menyeberangkan anak sekolah pertigaan jatijajar ruas jalan raya jakarta bogor,positif
6384,cocok pas tenan depok anak sekolah start stadebar sawangan cinere food anak sekolah mrt lbk balas ftmwt upn limo stadebar lgy,positif
6385,inget banget ketemu seangkot masuk kuliah pakai baju putih hitam ngeliatin putri melulu thought he had a crush on her masuk kuliah sejurusan wow anak depok,negatif
6386,depok belajar rajin ibadahnya gaberenti yakindeh ptn dipengenin semangat yaa berat banget jalan kuliah wkwkw putus asa pokoknya smogs dimau,positif
6387,pulang pergi depok kuliah full seminggu jam jam padet butuh kegiatan kayak biar refreshing biar jenuh kuliah,netral
6388,laptop pelajar mahasiswa harga jutaan acer a asus hp s dkau lenovo gm whatsapp giant computer jl akses ui nomor tugu kecamatan cimanggis kota depok jawa barat,positif
6389,depok numpang kosan senior daftar kampus ngajuin keringanan tinggal asrama kampus keringanan kampus kuliah kerja apapun halal membiayai hidupnya ortunya sanggup ngirimin biaya bulanan,positif
6390,cerita kisah salah teman kuliah rantau orang sumbar diterima kampus depok keluarga dibekali uang rb ortunya uang hasil pinjaman uang bayar uang kuliah,positif
6391,nya bandung sumedang depok wekekekekek,netral
6392,rt jalan raya depok cipayung angkot ngetem sekolah mohon perhatiannya terkait,netral
6393,jalan raya depok cipayung angkot ngetem sekolah mohon perhatiannya terkait,netral
6394,karsa mengisi tuanya tahanan akibat perbuatan bejatnya mencabuli anak umur masjid sekolah kecamatan sawangan kota depok jawa barat jabar,positif
6395,negeri depok modusin dedek,netral
6396,marbot masjid pelaku pelecehan seksual depok karsa menceritakan alasan aksinya anak anak sekolah dasar,netral
6397,anggota binmas polsek depok timur bhabinkamtibmas desa maguwoharjo menghadiri acara penarikan mahasiswa unriyo melaksanakan praktek belajar lapangan kebidanan komunitas pblkk wilayah desa maguwoharjo,netral
6398,special day level bersahabat alam mengamati lingkungan danau studio alam tvri depok siswa mengambil sampel air danau diuji ph tingkat keasamannya bbrp rangkaian acara kegiatan special day meng,positif
6399,kuliah depok maksudnya ui,netral
6400,haahaha laki bini teman yee warga teman x kuliah depok jaksel bersatu,netral
6401,p sambang p smp negeri depok smp negeri depok,netral
6402,maret masuk kuliah semester genap mendekat,negatif
6403,les ngaji amp les sekolah amp les main gimbot rumah amp pastinya jaga warung warung an salam shandraholic cabang depok,positif
6404,milo football championship siswa siswa foto pemain legendaris timnas ponaryo astaman firman utina come and join us instagram facebook twitter,positif
6405,aslinya kampus kebanggaan depok masuk polmed ambil desain mode kuliah anak kompeni,negatif
6406,ngerasa gagal banget teman bjm nonton tds anak depok nonton,negatif
6407,eh tetep kuliahnya ui si kuliah depok anak poltek ui inikepasaihotakftvtibatiba,negatif
6408,kerugian bencana smp capai puluhan juta depok news,negatif
6409,ngeluh eh dikit ngeluh tertawa labil mbiak cm capek pulang pergi depok sudirman brgkt pagi mlm smp rumah diomelin hargain orang ma berat gedein anak sndrian ma soalny ma,negatif
6410,si lulus snmptn malang diambil lulus sbmptn undip daftar ilkom diambil lulus ujian mandiri diambil skg kuliah swasta depok,positif
6411,kuliah perlindungan konsumen fakuktas hukum ui p veri anggriyono dirjen pktn rangka harkonas fhui depok,positif
6412,asli ndarjo kuliah surabaya depok hihi,positif
6413,selamat malam mahasiswa kampus negeri depok,positif
6414,iya akrab hahahhaa depok salemba pas masuk senat mahasiswa dibubarkan,netral
6415,zaman pulang depok magrib hujan deres eh memaksa rumah dijalan kejebak banjir alhamdulillah nya mogok rumah angin gede hujannya rintik bikin sakit,positif
6416,cm kuliah jurusan planologi link konsultan perencanaan daerah depok jakarta selatan jakarta pusat kerja praktek terima kasih sebelumnyaa,positif
6417,jogja ayo seru seruan bareng event besutan depok bertajuk ensyclomordia tanggal april tiketnya dibeli lobi sman depok tiket festival seharga vip seharga sikat bils,positif
6418,kuliah bby depok naek emarti,netral
6419,ngobrol papah mobil ko main teman masuk kuliah main nya icha depok clgn sm melulu malang lupakan ketawa sialan ayah membuka luka,negatif
6420,whatsapp group cm depok kos sepi kuliah,negatif
6421,utbk tepatnya mei fk ui depok sesi pagi share belajar dapetin nilai gambar ipa pas kelas ngerasa passion sejarah amp sosiologi,positif
6422,salam hormat dinas perdagangan perindustrian kota depok jawa barat perkenalkan daniel mahasiswa teknik lingkungan itb tugas membutuhkan data terkait industri kota depok,negatif
6423,terbaru lomba pramuka baden powell day lomba pramuka baden powell day dewan racana ambarawa bonaparti yayasan raudlatul ulum depok tingkat sd smp jabodetabek selengkapnya,positif
6424,kuliah pulang pergi tangerang depok masuk jam berangkat rumah habis subuh sedih bacanya introvert nya nyampein temenmu maaf iya kostan repot,negatif
6425,bekasi kuliah depok kotaaa,netral
6426,garut kuliah cinere depok,netral
6427,lampung kuliah depok,netral
6428,oh depok kuliah kah,netral
6429,terlewatkan ajang lomba karaoke mahasiswa bintang kampus sabtu februari penjahat kelamin selesai main hall lantai dasar depok town square peserta universitas,negatif
6430,rep depok,netral
6431,coxco mutualan anak rep notice nya dom depok t,negatif
6432,pelaksanaan asesmen kompetensi minimun akm pelajaran dilaksanaan rabu februari tenaga pendidik putra bangsa depok nasa professional school,positif
6433,pelaksanaan gladi bersih unbk pelajaran dilaksanaan senin amp selasa februari peserta didik putra bangsa depok nasa professional school,negatif
6434,terlewatkan ajang lomba karaoke mahasiswa bintang kampus sabtu februari penjahat kelamin selesai main hall lt dasar depok town square mahasiswa kampus,negatif
6435,dinkes depok maksimalkan peran uks sekolah,positif
6436,smp muhammadiyah depok bikin sistem informasi,negatif
6437,kasian banget warga depok berani nyinyirin walkotnya bikin alun kota dalem perumahan mingkem bae sekolah negeri kapling mafia pura budeg untung diusir warga dki,negatif
6438,luh dibogor depok pas jman kuliah luh meet up,positif
6439,depok surabaya jogja keluarga pindah sumsel hiya,positif
6440,depok jakk normal min smp mri,netral
6441,hujan deras disertai angin kencang kawasan tapos kota depok atap ruang kelas parkir smp negeri depok ambruk selasa februari puluhan siswa terganggu aktivitas,negatif
6442,senang teman lancar amp sukses tes skd amp beda nasib tes tanggal sesi yogya depok brgkt subuh trjebak macet samp tkp jam tolak panitia prediksi jaln perboden puter arah trpnting sukss amp lncar smp akhr acra,positif
6443,jalan pemuda pusat pendidikan depok,positif
6444,dikapal tongkang perairan utara tangeran memanfaatkan setia air asin muara berenang sd depok,netral
6445,udaahh bandung tertawa bandung kelas lulus kuliah depok langsung keterima kerja jakarta,positif
6446,angin puting beliung longsor depok sekolah belasan rumah rusak,positif
6447,depok enak murah jajanan jaman smp,positif
6448,sekolah tenggelem depok banjir,positif
6449,aamiin semangaat ngomong - ngomong anak depok,netral
6450,kuliah nde depok ae sek menangis bayangno lek rabi,negatif
6451,presentasi bmkt anindita dahayu chania zafira sekolah sit al haraki depok hasil kunjungan rekan mengangkat galeri bmkt tema tugasnya ditunggu iya,positif
6452,kuliah depok kost bintaro mantabbb,netral
6453,alhamdulillah berkat gubernur sholeh bolos sekolah pergi ucun mtk eh orang depok,positif
6454,komplotan anak sekolah begal diringkus polres depok link,negatif
6455,rumah sekolah depok hancur diamuk puting beliung,positif
6456,bocor isu siswi smk depok dikeluarkan sekolah perawan pembelaan kepala sekolah,netral
6457,tujuh bocah rampok bacok mahasiswa cimanggis depok,negatif
6458,hahha kzl inget jaman iship iya allah perjuangan banget turun krl transit st duri depok bawa pumping ketinggalan smp angke minum nya susu hangat ribuan menunggu jajanan beli gaji iship jamal celana nyangkut pijakan motor nyngsep,negatif
6459,hujan deras disertai angin puting beliung kawasan tapos kota depok atap ruang kelas parkir smp negeri depok roboh puluhan siswa terganggu aktivitas belajar mengajar akibat atap roboh,negatif
6460,pengeluaran tergantung daerah kuliah lifestyle depok sebulan jt kadang pas kadang nyampe juta jajan boros,positif
6461,smpit pondok duta terletak kota depok provinsi jawa barat menyambut peringatan bahasa internasional jumat februari siswa guru berpakaian adat sunda,positif
6462,akibat angin kencan bangunan smp kota depok rubuh pagi selasa,netral
6463,salah ui iya nulis quora angkatan pas masuk kuliah margonda trotoar pohon hilang pelebaran jalan apartemen kober keleleran pemerintah kota depok,negatif
6464,smk keluarkan siswi nikah siri penjelasan sekolah depok news,positif
6465,gapaham sm breaking newsnya banjir krl perjalanan krl bogor depok jakarta stasiun iya stasiun krl smp stasiun rumah,positif
6466,sumpaa shit banget subuh berangkat kuliah gjek kestasiun ujanan abangnye gada jas ujan pas nyampe stasiun lihat hp kelas dicancel informasi sudirman banjir otomatis duri depok gabisaa,positif
6467,rumah syariah perigi sawangan depok harga cash promo type m november rp juta selling point stasiun cityaam tk al abriya sd bedahan sdn bedahan,positif
6468,hujan angin kencang terjang depok sekolah rumah warga rusak,positif
6469,sekolah depok cant relate,positif
6470,teman kuliah depok ayo main,positif
6471,oh depok kakek depok diduga cabuli bocah sd masjid,positif
6472,hmm ui depok iya kuliah diliburkan banjir hadee coba ui kelapa gading fix libur seminggu,positif
6473,depok hujan macet tersumbatnya titik sekolah iya iya anak mobil dikaliin tu anak sekolah depok,netral
6474,rumah gerimis dikit banget semangat kuliah eh nyampe depok ujan males nyampe iya,netral
6475,sekolah dijakarta enak iya banjir dikit libur coba depok ujan deres disuruh masuk,positif
6476,tetep anak sekolah padat merayap dimana alhamdulillah terlambat pulang ragu jalanan arah pulang macet sekolah anak lokasi raden saleh studio alam depok,negatif
6477,angke bogor depok min yaallah kuliah guah,netral
6478,pagi nganter ade kestasiun sekolah baliknya depok nusantara pohon hujan rintik best feeling ever,negatif
6479,jalan depok sekolah eh banjir gilaaaaaaa,positif
6480,perum cinangka indah sukamaju tapos depok mati listrik iya min kampung sebelah komplek listriknya nyala jam pagi listrik persiapan sekolah amp kerja,positif
6481,jakarta kakk ujan deres banget sebentar berita banjir inimah kuliah depok hhh menangos,netral
6482,sendangkan berkumpul orang indo seumuran kuliahan azubi aupair hangat salong bertukar pikiran motivasi dark jokes millenial denger cerita mahasiswa indo beda pas tinggal kos depok gimama cari kosan,netral
6483,kabar siswi smk depok dikeluarkan perawan bikin heboh penjelasan sekolah,positif
6484,sambang p p smp negeri depok tka damai smpn depok,netral
6485,nomor offense depok ujan dingin anjing smp selimutan pulang tgrg kemarin walopun ujan kipasan gede dingin,positif
6486,jaksel kuliah depok,netral
6487,sekelompok mahasiswa bergerak membenahi lingkungan depok mulainya rt langsung skala sulit melakukannya izin ketua rt birokrasi keputusannya ketua rt,netral
